_id,isPb,wpm,acc,rawWpm,consistency,charStats,mode,mode2,quoteLength,restartCount,testDuration,afkDuration,incompleteTestSeconds,punctuation,numbers,language,funbox,difficulty,lazyMode,blindMode,bailedOut,tags,timestamp
69510487783db59f5965452e,,44.8,80.95,62.41,62.11,56;8;0;1,time,15,-1,1,15,0,0.8,false,false,english,,normal,false,false,false,,1766917255000
69510473783db59f5965449a,,58.42,91.67,64.03,77.6,73;2;0;0,time,15,-1,4,14.99,0,12.76,false,false,english,,normal,false,false,false,,1766917235000
6951041f783db59f596541d1,,58.42,89.36,73.63,82.07,73;4;1;1,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1766917151000
6951040d783db59f5965413e,,62.42,88.76,65.62,65.49,78;2;0;0,time,15,-1,1,14.99,0,3.42,false,false,english,,normal,false,false,false,,1766917133000
695103f6783db59f59654069,,44.02,84.93,52.02,44.64,55;2;0;1,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1766917110000
695103e4783db59f59653fcf,,69.65,95.6,69.65,70.85,87;0;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1766917092000
695103cd783db59f59653f02,,58.42,85.39,68.03,70.19,73;6;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1766917069000
695103bc783db59f59653e73,,74.42,98.95,76.02,70.23,93;0;0;1,time,15,-1,3,15,0,7.24,false,false,english,,normal,false,false,false,,1766917052000
6951039d783db59f59653d6b,,61.62,94.12,65.62,63.18,77;1;0;1,time,15,-1,0,15,0,0,false,false,english,,normal,false,false,false,,1766917021000
69510365783db59f59653b9f,,56.84,86.05,64.05,61.03,71;4;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1766916965000
69510354783db59f59653b28,,61.62,91.67,61.62,67.53,77;0;0;0,time,15,-1,0,15,0,0,false,false,english,,normal,false,false,false,,1766916948000
69510342783db59f59653a9e,,57.64,90,60.04,59.14,72;2;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1766916930000
69510302783db59f5965386d,,54.42,89.87,59.22,62.38,68;2;0;0,time,15,-1,1,15,0,2.61,false,false,english,,normal,false,false,false,,1766916866000
695102ba783db59f59653626,,69.62,91.67,72.82,65.4,87;2;0;0,time,15,-1,3,15,0,5.1,false,false,english,,normal,false,false,false,,1766916794000
6951029b783db59f59653520,,56.83,96,56.83,56.83,71;0;0;0,time,15,-1,1,14.99,1,0.37,false,false,english,,normal,false,false,false,,1766916763000
69510286783db59f5965347c,,51.22,90.12,64.02,59.01,64;4;0;1,time,15,-1,0,15,1,0,false,false,english,,normal,false,false,false,,1766916742000
69510274783db59f596533fe,,64.83,94.19,64.83,67.24,81;0;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1766916724000
69510263783db59f5965336f,,57.62,92.68,62.43,65.39,72;0;1;0,time,15,-1,1,14.99,0,5.37,false,false,english,,normal,false,false,false,,1766916707000
6951023a783db59f5965322b,,60.02,90.36,60.02,61.61,75;0;0;0,time,15,-1,1,14.99,0,5.15,false,false,english,,normal,false,false,false,,1766916666000
695101de783db59f59652f8d,,45.62,88.57,49.62,47.85,57;1;0;0,time,15,-1,0,14.99,1,0,false,false,english,,normal,false,false,false,,1766916574000
695101cd783db59f59652ee4,,52.03,91.03,55.23,56.08,65;1;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1766916557000
695101af783db59f59652dfc,,66.42,96.51,66.42,60.01,83;0;0;0,time,15,-1,1,14.99,1,3.33,false,false,english,,normal,false,false,false,,1766916527000
69510176783db59f59652c16,,57.63,93.83,61.63,65.66,72;1;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1766916470000
69510164783db59f59652b6d,,55.24,92,55.24,64.99,69;0;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1766916452000
69510153783db59f59652af9,,69.63,97.85,73.63,76.3,87;1;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1766916435000
6951011f783db59f59652949,,44.02,83.82,48.02,64.11,55;3;0;1,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1766916383000
69510102783db59f59652847,,56.04,87.95,61.64,61.61,70;2;1;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1766916354000
695100f1783db59f596527a1,,56.82,93.42,56.82,73.55,71;0;0;0,time,15,-1,0,15,0,0,false,false,english,,normal,false,false,false,,1766916337000
695100de783db59f596526fc,,60.02,92.77,63.22,62.76,75;0;1;0,time,15,-1,1,15,0,4.58,false,false,english,,normal,false,false,false,,1766916318000
69510084783db59f5965242d,,64.81,95.51,69.61,67.17,81;0;1;0,time,15,-1,2,15,0,2.66,false,false,english,,normal,false,false,false,,1766916228000
69500b7c783db59f595eddd5,,61.62,92.94,65.62,62.08,77;2;0;0,time,15,-1,1,14.99,0,0.11,false,false,english,,normal,false,false,false,,1766853500000
69500b67783db59f595edd0e,,48.82,84.15,59.22,69.49,61;3;0;0,time,15,-1,1,15,0,1.64,false,false,english,,normal,false,false,false,,1766853479000
69500b52783db59f595edc49,,59.25,94.87,59.25,52.35,74;0;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1766853458000
69500b08783db59f595ed93b,,58.42,93.59,58.42,62.07,73;0;0;0,time,15,-1,0,15,0,0,false,false,english,,normal,false,false,false,,1766853384000
69500af8783db59f595ed89a,,52.04,86.25,61.64,68.14,65;6;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1766853368000
69500ae6783db59f595ed7ed,,55.22,84.62,68.02,68.46,69;4;1;1,time,15,-1,1,15,0,0,false,false,english,,normal,false,false,false,,1766853350000
694fd5bc783db59f595ceca3,,66.43,93.26,66.43,69.56,83;0;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1766839740000
694fd596783db59f595ceb52,,48.81,88.89,48.81,61.83,61;0;0;0,time,15,-1,0,15,0,0,false,false,english,,normal,false,false,false,,1766839702000
694fd57e783db59f595ceaa5,,49.63,83.33,56.03,57.21,62;3;0;1,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1766839678000
694fb6cc783db59f595bef3c,,46.43,84.81,58.44,71.03,58;3;2;1,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1766831820000
694fb6bb783db59f595beeb0,,55.99,86.75,60.79,59.95,70;3;0;1,time,15,-1,1,15,0,2.91,false,false,english,,normal,false,false,false,,1766831803000
694f3bb9783db59f5958a95a,,73.62,97.87,73.62,66.3,92;0;0;0,time,15,-1,0,15,0,0,false,false,english,,normal,false,false,false,,1766800313000
694f3ba7783db59f5958a905,,48.79,87.5,52.79,63.37,61;2;0;0,time,15,-1,0,15,0,0,false,false,english,,normal,false,false,false,,1766800295000
694f3b96783db59f5958a89d,,48.8,89.19,52.8,67.35,61;2;0;0,time,15,-1,1,15,0,1.93,false,false,english,,normal,false,false,false,,1766800278000
694f3b80783db59f5958a823,,47.95,82.67,51.95,58.72,60;2;0;0,time,15,-1,0,15.02,0,0,false,false,english,,normal,false,false,false,,1766800256000
694f3b6e783db59f5958a7ca,,54.42,90.67,54.42,64.23,68;0;0;0,time,15,-1,2,14.99,0,13.19,false,false,english,,normal,false,false,false,,1766800238000
694f3b29783db59f5958a667,,58.35,93.59,58.35,64.07,73;0;0;0,time,15,-1,2,15.01,0,9.05,false,false,english,,normal,false,false,false,,1766800169000
694f3af2783db59f5958a540,,57.57,94.81,57.57,55.7,72;0;0;0,time,15,-1,1,15.01,0,1.52,false,false,english,,normal,false,false,false,,1766800114000
694f3adc783db59f5958a4e1,,52.83,90.41,52.83,61.13,66;0;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1766800092000
694f3aaa783db59f5958a3fb,,63.18,95.4,66.37,56.79,79;0;0;1,time,15,-1,3,15.01,0,12.92,false,false,english,,normal,false,false,false,,1766800042000
694f384f783db59f5958982f,,51.23,91.43,51.23,53.99,64;0;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1766799439000
694f29a4783db59f595850e4,,59.24,92.94,68.05,71.43,74;4;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1766795684000
694f2993783db59f59585085,,60.04,91.76,64.85,55.1,75;2;0;0,time,15,-1,1,14.99,0,1.1,false,false,english,,normal,false,false,false,,1766795667000
694f297b783db59f59584fef,,62.42,96.39,66.42,78.25,78;2;0;0,time,15,-1,2,15,0,14.97,false,false,english,,normal,false,false,false,,1766795643000
694f2941783db59f59584eb2,,56.81,87.36,65.62,64.29,71;4;0;0,time,15,-1,0,15,0,0,false,false,english,,normal,false,false,false,,1766795585000
694f292f783db59f59584e5d,,59.22,90,68.02,64.52,74;4;0;0,time,15,-1,0,15,0,0,false,false,english,,normal,false,false,false,,1766795567000
694f291e783db59f59584dfd,,49.63,91.43,49.63,66.2,62;0;0;0,time,15,-1,2,14.99,0,10.08,false,false,english,,normal,false,false,false,,1766795550000
694f28f3783db59f59584d04,,39.22,81.54,44.82,39.81,49;2;0;2,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1766795507000
694eb40f783db59f5954f209,,48.84,83.95,60.04,61.88,61;5;1;0,time,15,-1,2,14.99,0,13.42,false,false,english,,normal,false,false,false,,1766765583000
694eb3ed783db59f5954f0b9,,65.63,92.31,68.83,67.33,82;1;0;0,time,15,-1,0,14.99,0,0,false,false,english,,normal,false,false,false,,1766765549000
694eb3bf783db59f5954eed9,,72.05,94.79,72.05,75.26,90;0;0;0,time,15,-1,1,14.99,0,8.44,false,false,english,,normal,false,false,false,,1766765503000
